pitch_type
FF
CU
FF
FC
CU
FF
FC
FF
FF
FF
FF
FC
CH
ST
FF
FF
ST
CU
FC
CU
FF
FF
FF
FF
FC
ST
FF
FF
FF
FC
ST
SL
FF
FF
KC
FF
SL
FF
FF
SL
FS
FC
ST
SL
FF
SL
SL
FF
KC
SL
FF
SL
FF
FF
SL
FF
FF
SL
FF
FF
CU
ST
FF
SI
FF
FF
CH
FF
SL
FF
FF
CH
SL
FF
FF
FF
SI
SL
ST
SI
SL
FF
FF
FF
FF
CU
CU
SL
ST
SI
FF
FF
SI
CH
ST
SL
SL
FC
ST
FF
SL
FC
ST
SL
SL
SL
FF
FF
FF
SL
FF
SL
CH
FF
SL
FF
FF
FF
CU
FF
ST
SL
SL
CU
FF
FF
KC
FF
ST
FF
FF
CU
FF
ST
SL
FC
FF
FF
FF
KC
SL
FF
SL
SI
FF
CH
FF
FF
SL
FF
FF
FF
FC
ST
FC
FC
KC
SL
FF
FF
FF
SL
FF
FF
FF
SL
FF
FS
SL
FF
CH
FF
FF
CU
CH
SL
FF
FF
SL
FF
FF
ST
SL
FF
SL
KC
FF
KC
CU
SL
FF
CH
SL
SI
KC
SL
FC
KC
SI
KC
KC
ST
FF
FC
SL
ST
SL
CU
FC
SL
FF
FF
FF
FF
FF
FF
CH
ST
CU
SI
FC
SI
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
FF
CH
SL
KC
SL
FF
CH
SL
FF
FF
CU
SL
FF
KC
FF
FF
FF
SL
SI
FF
CU
FF
FF
FF
FF
FF
SI
FF
ST
FF
SI
CH
ST
FF
CU
CU
FF
SL
SL
FF
FF
ST
SL
FF
SL
CH
FF
CU
FF
CU
SL
FS
SI
SI
ST
FF
FC
ST
FF
CH
SL
KC
SL
KC
FF
ST
FF
CH
FF
SL
SL
FC
SL
ST
FF
SL
FF
FF
SL
FF
SL
FF
FF
SL
ST
SL
SI
ST
ST
FF
CH
ST
ST
FF
FF
SL
FF
FF
CU
ST
ST
FF
FF
FF
FF
SL
SL
SL
SI
CU
FF
FF
FF
FF
ST
FF
KC
SL
SL
SL
FF
FF
FF
FF
SL
SL
SI
CU
FC
FF
CH
FF
FC
FF
FF
FF
ST
FC
FF
FC
FF
FF
CU
SL
FF
FF
FF
FF
CU
ST
FF
FF
FF
FF
FF
KC
CU
SL
FF
FF
CH
FF
FC
SI
FF
SI
CU
FF
FF
FF
CH
CU
SI
SL
FF
SI
FF
FF
SL
FF
FS
FF
SL
FF
SL
SI
FF
FF
CH
SL
FF
FF
SL
ST
FF
FF
SL
FF
FS
FF
SL
SL
SL
ST
FC
CU
SL
KC
SL
FF
SL
FF
SL
SL
FF
FF
FF
FF
SL
SL
FF
FF
FF
CU
FF
FF
FF
FF
SL
FF
SL
SI
SL
FF
ST
FF
FF
SI
FF
SL
FF
SL
CU
FF
SL
FC
FF
FF
SL
SL
FF
FF
FF
FF
FC
SI
FF
FF
SL
SI
FC
SL
FF
FF
FF
FF
FC
SL
KC
FF
ST
FF
FF
SI
FF
FF
CH
SL
SL
FF
FF
FF
FF
KC
ST
FF
FF
FF
SL
FF
SL
ST
ST
FF
FF
FC
FF
ST
FF
FF
FF
SI
FF
CU
SL
FF
FF
FC
SL
FF
FF
FF
FF
SL
FF
FF
FF
ST
FF
SL
FF
FC
FC
ST
FF
CU
SL
FF
KC
FC
SL
FF
FF
FF
FF
KC
FC
SL
FF
FF
SL
FF
FF
FF
CU
FF
SL
FS
FF
FF
FF
SL
FF
SL
FF
FF
SL
FF
SL
FF
FF
FF
FF
ST
SI
FF
KC
FS
CU
FF
CH
SL
FF
FF
KC
KC
CH
FF
KC
FF
FF
FC
ST
FF
FF
SL
SL
FF
SL
FF
CH
FF
FF
SL
CU
SL
FF
FC
FC
SL
FF
FF
FF
FF
SL
FF
FF
ST
FF
FC
FC
SL
CH
CH
FF
CH
SL
FF
FC
ST
FF
SL
CU
CU
FC
FF
FF
FF
SI
FC
FF
FF
FF
FF
SL
FC
FF
FF
KC
FF
FF
SI
FF
CH
FF
FF
SL
SL
CH
ST
FC
FF
ST
SL
FF
ST
CH
SI
SI
KC
FC
FF
FF
SL
FF
SL
FF
SL
SI
FF
SL
ST
CU
FF
FF
FF
FF
FF
SL
FC
SI
SL
SI
CU
SL
FC
SL
SL
SI
FF
SL
ST
SI
SL
FF
SL
FF
CH
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FS
FF
FF
ST
KC
SL
SL
ST
FF
FF
FF
FF
SL
FF
FF
FF
ST
FF
FF
SL
CU
SL
SL
FF
FF
FF
FF
FF
CU
FC
CU
FF
FF
FF
FF
FF
FF
SI
FF
FF
SL
SL
FF
FF
ST
FF
ST
ST
FF
SI
ST
SI
FF
FF
FF
FF
FF
SL
SL
FF
FF
FF
ST
CH
SI
FF
FF
SL
SL
FF
FF
CH
SI
FC
FF
ST
SL
FF
FF
FF
FF
FF
FF
SL
FF
CU
FF
FF
SL
ST
FF
FF
SL
SL
ST
FF
KC
FF
SL
FF
FF
SI
FF
FF
CH
SL
CU
SL
FF
FF
FF
FF
FF
SI
ST
ST
FF
FF
KC
ST
SL
SL
KC
FF
ST
CU
CU
FF
FF
FF
FF
CU
FF
FF
SL
FC
SL
SL
KC
FF
SL
CH
SL
ST
FS
SI
SL
ST
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FC
KC
FF
SI
FF
SL
FS
FF
ST
ST
FF
SL
FF
FF
FC
SL
FF
SL
FF
FC
SL
SL
KC
FF
CU
SI
FF
ST
CH
SL
FF
FF
FF
FF
FF
SL
FF
SL
FF
FC
SL
SL
FF
FF
SL
CH
FF
CU
FF
FC
FF
FC
FF
FF
FF
SL
FF
ST
CU
FF
FF
FF
FF
FF
FF
FF
SL
FF
FF
FF
SL
FF
FC
SL
FF
FF
FF
ST
SI
SI
SI
SI
CU
FF
FC
CU
FF
FF
FC
SL
SL
CH
FF
SL
FC
ST
FF
FF
FF
FF
FF
SL
FF
FF
FF
FF
CH
FF
SL
SL
SL
FC
FF
SI
FC
FF
CU
KC
FC
FC
FF
FF
ST
SL
SL
CH
CU
CU
SL
SL
FF
FF
FF
ST
FF
FF
SL
FF
SI
FF
ST
SL
FF
SL
ST
CH
SI
FF
FS
CU
CU
FF
FF
FF
CH
SL
SL
FF
SL
FF
