release_speed,release_spin_rate,pfx_x,pfx_z,release_pos_x,release_pos_z,plate_x,plate_z,release_extension,p_throws
81.9,2552.0,1.06,0.08,-2.12,5.21,1.0362672548105998,1.985339924605649,7.1,1
84.3,2311.0,0.43,-0.09,-2.28,5.96,0.4472457145797464,2.706142262735849,6.9,1
92.5,1276.0,-1.24,0.27,-1.7,6.03,-0.536166584687539,1.8539208827234723,7.0,1
86.3,2400.0,-0.45,0.61,1.61,6.21,-0.5271350150994452,2.1888105746734654,6.6,0
84.4,2373.0,0.42,-0.28,-2.11,5.92,0.7804903960384981,1.9149054361711928,7.0,1
80.9,2972.0,-0.98,-1.51,0.87,6.19,-0.930971695398888,0.1541308498592277,5.7,0
92.0,2370.0,0.33,0.58,-2.23,5.94,1.4349782077389603,1.3974632363957753,6.6,1
87.1,2315.0,0.52,0.48,-2.04,5.74,2.378356838256917,1.0274158058069125,7.0,1
90.3,2453.0,0.35,0.31,-1.89,5.42,1.2807615495643248,1.7098445727257046,7.0,1
96.2,2422.0,-0.41,1.69,-2.19,6.03,-0.369623948335411,3.1318657563321293,7.0,1
88.6,2219.0,-0.03,0.91,2.1,6.69,-0.125962999764484,1.7916400521701408,6.7,0
81.3,2892.0,1.02,-1.1,-2.26,5.96,-0.8227004050087537,3.349100439193532,6.0,1
75.7,2760.0,-1.09,-1.21,0.92,6.18,2.164129919420956,3.796306572202601,5.8,0
96.7,2513.0,-0.86,1.37,-1.91,5.57,-0.625605344258479,2.45358752681726,6.4,1
71.1,2305.0,-0.09,-0.93,1.28,6.29,-0.4131259365012067,1.1221660954792787,6.5,0
81.3,2685.0,0.71,-1.16,-2.09,6.17,0.677805228113981,0.7006967670844286,5.9,1
95.9,2186.0,1.29,1.22,0.61,6.18,-0.2480148409093538,1.1205991213982391,6.1,0
87.1,2358.0,-0.39,0.6,2.1,6.67,-0.3805393723079018,1.7352083146706625,6.6,0
95.7,2381.0,0.2,1.15,1.0,6.12,0.0051460786550684,3.756453156195094,6.4,0
97.7,2361.0,-0.42,1.45,-1.92,6.01,0.3513694827521016,3.612493558079269,7.1,1
95.7,2321.0,-0.59,1.64,-2.26,5.96,-1.513568745779657,1.9835039698366013,6.9,1
95.2,2370.0,0.59,1.78,2.0,6.63,0.5573188539487832,2.114934815672901,6.9,0
91.2,2478.0,0.45,0.44,-2.4,5.89,0.1287142468469913,2.627427613882512,6.4,1
84.9,1725.0,1.06,1.14,2.4,6.35,0.3768610530107004,1.253919986427087,7.0,0
96.5,2390.0,-0.47,1.65,-1.94,5.84,-0.2941331970959893,2.619959349658713,6.9,1
93.8,2168.0,1.09,1.14,0.64,6.21,-0.0474034881832943,3.190629338460344,5.8,0
95.9,2454.0,-0.87,1.37,-2.35,6.05,-0.629495751796502,3.729372420833692,6.0,1
98.0,2399.0,-0.38,1.36,-2.15,6.05,-0.9105928797345906,2.572120940702952,6.4,1
97.5,2323.0,-0.55,1.69,-1.99,5.76,-1.1688138553775227,3.383260102583974,6.9,1
98.5,2349.0,-0.71,1.4,-1.89,5.88,0.3126828537774692,1.6445780690240972,7.2,1
94.6,2236.0,1.58,0.52,0.61,6.19,-0.6876356490451943,2.7369607339275066,6.2,0
97.9,2487.0,-0.79,1.34,-2.1,6.08,0.9545515137275764,2.874396219304656,5.7,1
96.3,2301.0,-0.68,1.36,-2.27,5.81,-0.7820966568720708,2.752155348068838,6.7,1
85.9,2591.0,-0.31,0.66,1.61,6.13,-0.6941651637460027,-0.6493762847201818,6.8,0
89.2,1499.0,-1.3,0.62,-2.26,5.69,-1.0618761556499932,1.6607258196902466,6.5,1
95.0,2167.0,-1.59,0.45,-2.12,5.05,-1.2965601781377576,3.54463064708016,7.1,1
90.5,2306.0,0.36,1.46,1.33,6.12,-0.0994278392930835,2.668644450699995,6.5,0
94.8,2410.0,-0.66,1.34,-1.86,5.5,0.5612896703942922,2.7639692002322325,7.6,1
93.7,2331.0,-0.66,1.24,-1.93,5.43,0.6207213404410946,3.487964252191936,7.3,1
89.0,1739.0,1.12,0.3,0.71,6.15,0.0339673842482779,2.114363820759722,6.0,0
97.3,2417.0,-0.44,1.76,-1.84,5.85,1.7393931398233504,2.553678183834815,6.9,1
98.3,1930.0,-1.29,0.79,-2.21,5.74,-0.5797391632113393,3.2423977931683714,6.9,1
88.3,2392.0,0.19,0.11,-2.06,6.1,0.2050068264126957,2.211050749510198,5.7,1
81.0,2787.0,-0.59,-1.36,0.82,6.05,-0.2395095090471672,0.6607370288324104,5.9,0
98.4,2512.0,-0.88,1.46,-2.22,5.91,-0.0481308660873548,3.1698427658936272,6.5,1
73.6,2332.0,-0.56,-1.59,1.12,6.27,1.292309118635428,3.764546240184933,6.1,0
80.7,2410.0,-0.93,-1.07,1.77,6.72,0.0276070867404043,2.3258067158339766,6.5,0
94.7,2500.0,-0.75,1.18,-1.93,5.6,0.3813775246530749,3.000291772358872,7.1,1
95.3,2391.0,-0.97,1.24,-1.82,5.89,-0.3233910227017623,3.2536009763246705,6.1,1
74.1,2335.0,-0.14,-1.27,0.95,6.36,-0.1553614878371301,-0.637112217352426,6.5,0
96.3,2371.0,-1.36,0.65,-1.96,5.34,-0.5413877396722744,2.538461703196648,7.2,1
95.1,2063.0,1.38,0.61,0.68,6.28,0.3488676366528549,3.347313037152796,5.9,0
98.9,2387.0,-0.49,1.48,-1.8,5.94,0.4197964756949968,2.5579347967506934,7.2,1
85.0,2404.0,0.24,0.13,-2.07,5.95,0.4824139015512614,1.62538835444562,7.2,1
96.0,2370.0,-1.29,0.73,-1.88,5.46,0.3736911239033278,1.1736171559145607,7.2,1
85.0,2831.0,0.96,-1.11,-2.27,5.91,-0.1141578226968665,2.058787869392509,6.1,1
86.0,2368.0,0.61,0.38,-2.06,5.75,0.5432858020273369,1.4637012177285826,6.9,1
89.1,2573.0,0.32,0.24,-2.18,5.89,0.9723047323406708,0.521439149228788,6.1,1
97.6,2520.0,0.54,1.52,2.14,6.53,1.0873075574022408,3.019375961459113,7.0,0
84.9,1632.0,1.0,0.87,2.41,6.32,0.8540821988743291,2.573205245012397,7.1,0
88.2,1900.0,0.81,1.3,2.23,6.57,1.0594947866454656,3.232549497417187,6.8,0
95.6,2287.0,-1.35,0.66,-2.01,5.09,1.2908939692431056,2.1254283470634,7.6,1
94.0,2528.0,-0.48,1.4,-1.95,5.57,0.4285096410294805,2.987629887325383,6.9,1
95.5,2331.0,-0.7,1.42,-2.11,5.95,-0.5425223752104734,3.993524599251981,6.3,1
95.7,2407.0,0.33,1.89,2.19,6.6,0.5077322122656668,2.0406152614101747,7.0,0
89.4,2419.0,-0.17,0.56,2.15,6.65,-0.9239192435661828,0.2176988827065198,6.9,0
96.5,2629.0,-0.53,1.27,-2.04,5.39,0.7881807599499946,2.285548598912167,7.3,1
96.0,2324.0,1.48,0.87,0.41,6.35,-0.2783078445143156,2.2621118022145774,5.9,0
81.9,2310.0,-0.87,-0.86,1.93,6.82,0.1997990200048188,2.397586482825062,6.9,0
94.4,2581.0,-0.07,1.32,-2.3,5.82,0.4437160060301213,2.626917819604139,6.2,1
95.4,2401.0,-1.53,0.57,-1.96,5.24,-0.9188432236949302,2.675272607327998,7.7,1
89.9,2115.0,-0.1,1.31,1.81,6.07,0.071820568716149,1.916070774645408,6.7,0
96.2,2217.0,-0.47,1.3,-1.88,5.95,-0.1860694288146054,2.3170647223240515,7.0,1
92.0,2642.0,0.02,1.04,-2.17,5.54,0.610859440216296,2.812921842504558,7.3,1
96.5,2646.0,-0.31,1.04,-1.95,5.35,1.1033913654114795,3.136663573134453,7.3,1
86.5,1707.0,1.16,0.54,2.29,6.44,0.4466169333871697,1.3852528121226308,6.8,0
96.1,2176.0,-0.31,1.34,-2.05,5.92,-0.536266481632089,2.52141962669695,7.2,1
86.2,2536.0,-0.5,0.73,1.75,6.12,-1.405849711860289,-0.3252095274602986,6.8,0
83.3,2530.0,0.78,0.0,-2.39,5.27,0.6898434895197484,1.5630487873203784,6.7,1
82.3,2838.0,0.76,-1.16,-2.06,6.17,-0.3248704945950554,1.946879904095797,6.1,1
88.2,2416.0,0.54,0.22,-2.16,5.96,0.2898610628816249,1.978070148141972,6.3,1
87.6,2278.0,0.38,0.37,-2.06,5.96,1.5743761703806958,2.461630112074214,7.2,1
83.1,2580.0,1.35,-0.17,-2.48,5.52,0.2866050786611218,1.4173967347977836,7.0,1
89.2,2544.0,0.38,0.25,-2.41,5.97,-0.2010177288068246,1.8855252992180296,6.0,1
84.7,2810.0,1.28,-0.78,-1.78,5.7,0.7408558458366266,1.661995754785217,6.1,1
79.8,2699.0,0.85,-1.12,-2.03,5.54,-0.2805997359580688,2.076228308749222,6.7,1
85.6,2737.0,1.69,0.06,-2.67,5.52,0.9999135984528886,0.9724867414553228,6.9,1
89.6,2324.0,-0.14,0.26,0.74,5.98,-0.035010104223449,1.9431800896841136,5.8,0
85.2,2596.0,0.97,-0.21,-2.23,5.29,-0.1563294974817788,1.0099900713272794,7.0,1
71.6,1956.0,-0.12,-1.17,1.55,6.22,1.0856726127182057,2.1683803462903297,6.6,0
85.3,2525.0,1.14,0.41,-2.27,5.7,-0.2743131421107588,3.0990280524084937,6.8,1
81.3,2879.0,-0.88,-1.23,0.8,5.98,-0.6708352480431109,0.8573165116208417,6.1,0
86.1,2426.0,0.39,0.29,-2.28,5.77,-0.1118559781651906,2.166119320983365,6.9,1
90.2,2481.0,0.42,0.15,-2.11,5.54,1.3594958589756074,1.9267865379225249,7.0,1
85.1,1610.0,0.95,0.41,1.58,5.71,0.091922124361673,2.6863772405925173,6.7,0
86.4,2594.0,-0.56,0.7,1.59,6.18,0.0816127427767758,2.45625188950837,6.2,0
92.4,1755.0,1.53,0.35,0.58,6.11,0.3292305667145341,2.032062560796162,5.9,0
97.3,2562.0,-0.55,1.32,-2.09,5.61,1.0212608049522165,2.492423866156745,7.1,1
94.7,2217.0,1.29,0.73,0.69,6.26,-0.3067289004223525,2.410329355869435,5.7,0
97.4,2600.0,-0.67,1.3,-1.86,5.63,0.212020041768688,1.8838369013730665,7.1,1
83.9,2379.0,0.73,0.49,-2.37,5.52,1.0234529883043733,1.910937115958656,6.9,1
92.8,2592.0,0.22,0.92,-2.22,5.91,1.2301865761385349,2.368804299870363,6.3,1
86.6,2242.0,0.35,0.26,-2.06,5.72,0.4369289244511741,2.724476324067729,7.5,1
95.5,2237.0,-0.68,1.62,-1.51,5.95,-0.0776500821950717,4.309892077035952,6.3,1
73.4,2736.0,-0.59,-1.55,1.38,6.1,1.095555402049579,1.5749497962916328,6.2,0
95.0,2435.0,0.62,1.57,2.05,6.67,0.9089736981023684,2.646220156532741,6.7,0
96.5,2622.0,-0.75,1.57,-1.63,5.79,-0.4563134849161415,1.6763903649212812,6.5,1
84.0,2544.0,-0.26,-0.6,0.69,6.24,0.7924098110581426,2.4319732814714903,5.9,0
96.8,2276.0,1.16,0.66,0.27,6.23,0.1747519623160918,3.2480655087054053,5.7,0
95.0,2220.0,1.42,0.89,0.55,6.26,0.7203813503302345,3.612041560653613,5.8,0
94.9,2476.0,0.38,1.6,2.09,6.63,-0.6100146598914375,2.976089586911594,6.9,0
93.0,2145.0,-0.24,1.0,1.16,6.15,-0.6129090742586336,2.925695884535081,6.5,0
94.8,2152.0,1.21,0.79,0.56,6.2,0.8723200166065761,2.951589537235871,5.7,0
85.3,2301.0,-0.43,0.67,1.31,6.23,-0.684592997670649,1.7107922026618807,6.2,0
95.4,2326.0,-1.27,0.96,-2.05,5.45,0.9443961182200652,1.7587123770252764,7.5,1
78.8,2576.0,-1.4,-1.01,1.89,6.56,-0.6908908685142978,-0.8962710584838192,6.7,0
96.5,2444.0,0.24,1.55,2.29,6.62,0.6007767111641897,4.569421574255367,6.7,0
87.5,1446.0,1.17,0.41,1.46,5.76,0.9598815031274556,2.0575246279627084,6.7,0
93.9,2336.0,-0.96,1.1,-1.82,5.28,-0.3080670421811231,3.323187171319145,7.1,1
80.5,2438.0,1.3,0.55,-2.23,5.5,-0.6253101804250236,2.2675723758609743,6.8,1
95.0,2454.0,0.15,1.62,2.02,6.6,0.2619550438511127,1.784255777394517,7.0,0
95.7,2393.0,0.42,1.48,1.88,6.77,-0.3999365088079361,3.242202101714295,6.9,0
89.9,1720.0,1.14,1.16,0.39,6.16,-1.02562229035269,0.9292563143339464,6.1,0
91.4,2561.0,0.13,0.43,-2.08,5.48,0.085934093048067,4.084154169015375,7.0,1
96.2,2426.0,-1.4,0.65,-1.96,5.23,-0.4905266500400225,3.207143732002613,7.4,1
74.8,2837.0,-1.0,-1.02,1.4,6.1,-0.8198659960527578,2.0453437940997983,6.2,0
86.4,1727.0,1.06,0.68,2.46,6.39,0.3359569688812931,1.4448561805806404,7.1,0
95.6,2284.0,-0.35,1.54,-2.09,5.67,0.0894423990685385,3.1369669244101392,7.0,1
88.1,1399.0,0.95,0.58,1.61,5.93,0.8169747519972553,2.574883293930625,6.4,0
92.7,2337.0,0.34,1.6,2.13,6.73,0.0317336136838954,1.5025452791142766,6.8,0
83.8,2415.0,0.95,0.37,-2.38,5.65,-1.4353826278212087,2.305328184595284,6.9,1
86.2,2576.0,-0.62,0.37,1.73,6.09,-1.0115857054254354,0.6300404494985496,6.6,0
91.0,2390.0,-0.09,1.33,1.44,6.2,0.0145497609657534,1.7247348950558643,6.6,0
99.0,2343.0,-0.4,1.28,-2.22,5.75,-0.2128906691045779,2.324883349086121,6.9,1
86.4,2458.0,-0.31,1.09,1.7,6.22,-0.5119354359516762,0.6483471864919954,6.5,0
71.6,2131.0,-0.23,-1.3,1.45,6.42,0.8289380410207781,2.8120262883292417,6.3,0
95.7,2564.0,-0.38,1.28,-1.67,5.55,1.331612677934954,3.832216461154111,8.6,1
96.4,2131.0,1.36,0.66,0.35,6.17,0.9706197882690376,2.8713785667048555,5.8,0
94.2,2409.0,-0.05,1.76,2.17,6.61,0.4310336167096902,3.031621209978097,6.9,0
89.8,2312.0,0.18,1.66,1.82,6.06,0.6848567343394989,1.2103370022305442,6.8,0
84.9,2240.0,0.37,0.1,-2.14,5.96,1.6334967147872903,1.955411050259717,7.0,1
94.7,2337.0,-0.66,1.3,-1.83,5.37,1.8335901677990245,1.942047159253772,7.4,1
89.1,2635.0,-0.36,0.68,-1.75,5.84,-0.285736323224635,3.86237988669334,6.1,1
98.7,2534.0,-0.82,1.54,-2.02,5.81,-0.1504429727400751,2.369320866758092,7.1,1
91.2,2231.0,0.07,1.32,1.32,5.87,-0.8826953176951395,2.256734010362233,6.6,0
95.7,2361.0,0.8,1.39,2.07,6.57,1.1062269003782284,1.507534852835411,6.7,0
95.6,2295.0,1.19,0.64,0.39,6.1,-0.2370916072172175,1.550478754816492,5.9,0
84.5,2390.0,-0.27,0.3,1.76,5.96,-0.0194672986646424,2.293016105372033,6.3,0
82.5,2496.0,-0.99,-0.56,2.13,6.7,-1.3055687432750744,0.131276721969594,6.9,0
95.0,2418.0,0.5,1.55,2.08,6.74,0.8607779999459102,3.425918039806114,6.8,0
96.0,2131.0,1.45,0.91,0.69,6.22,0.0296900103975494,1.8649986433140688,5.6,0
80.0,2647.0,-0.27,-0.97,0.93,5.96,-0.4135468373842055,1.5688258001346078,5.8,0
80.1,2725.0,0.81,-0.93,-1.92,5.46,-0.279710410563215,1.0003320228296635,7.2,1
90.3,2534.0,-0.28,1.31,-2.06,5.67,0.9571191584146956,2.0830410404479807,6.9,1
95.8,2432.0,-0.49,1.57,-1.74,5.89,0.4724532372723331,3.675532376297581,7.2,1
80.4,2375.0,-0.85,-0.73,1.95,6.5,0.5565205392365028,1.085864756965556,6.8,0
97.2,2345.0,-0.72,1.7,-2.09,5.82,-0.2235972130293909,1.8691412480288323,6.9,1
96.8,2382.0,-0.9,1.58,-2.19,5.98,0.2232160806684787,2.991791070971129,6.0,1
98.2,2405.0,-0.63,1.41,-2.26,6.0,-0.871617808218834,2.8876380891253874,6.3,1
96.7,2501.0,0.57,1.63,2.09,6.47,-0.4657209408615248,1.6296067446670404,7.1,0
93.2,2290.0,-0.63,1.4,-2.05,5.57,-0.3513038918797485,3.008482580731113,7.1,1
97.3,2456.0,-0.66,1.55,-2.07,5.8,-0.5317576397975343,3.203272522507839,6.9,1
83.3,2377.0,0.54,0.24,-1.79,5.83,0.743687290914139,2.798858463562733,7.3,1
94.0,2467.0,0.29,1.57,1.85,6.79,-1.1606182332012744,2.477827751319272,6.9,0
96.9,2483.0,0.42,1.48,2.06,6.6,-0.4920945879057035,3.2290874107545866,6.8,0
80.9,2930.0,-0.72,-1.3,0.72,5.99,1.3998334191694046,2.314999914969679,6.0,0
94.5,2415.0,1.57,0.98,0.54,6.15,-0.3001406460287183,1.1002509287907645,5.8,0
98.5,2537.0,-0.7,1.32,-1.67,5.96,1.1364322548041554,2.0252314116517964,6.5,1
95.4,2461.0,-0.13,1.06,-2.03,5.22,0.5718082490417716,2.6082635763507085,7.6,1
86.9,2349.0,-0.22,0.29,1.3,6.04,-0.6112440495028804,3.045698874251324,6.4,0
83.8,1258.0,0.13,1.02,1.68,5.71,-0.5863080106708836,3.3655904724935133,6.8,0
91.6,2564.0,0.24,0.7,-2.39,5.78,0.0866035656057911,4.080567582082604,6.1,1
96.6,2490.0,-0.5,1.28,-1.98,6.1,-0.334864483686386,2.991304629643648,6.4,1
88.2,2614.0,0.48,-0.12,-1.97,5.2,-1.062002629988066,2.326224541594452,6.9,1
97.5,2279.0,-0.44,1.46,-1.84,5.93,0.1070646356695411,2.2391089605066523,7.2,1
87.2,1505.0,-1.15,1.14,-1.76,5.77,-0.6805282238559391,2.398790803872063,6.3,1
90.0,2539.0,0.75,-0.08,-2.04,5.88,0.7796092861259486,0.3830792303010772,6.3,1
96.1,2318.0,-0.43,1.57,-1.96,5.9,-0.3227999517519276,2.680294300080547,7.1,1
96.7,2084.0,1.35,0.71,0.42,6.29,-0.2414750011536304,2.842961395965023,6.1,0
80.1,2884.0,-0.73,-1.08,0.82,6.15,0.2135459046388202,1.9496235373058628,5.8,0
88.0,2554.0,-0.11,0.77,1.54,6.07,0.1411465208004053,1.0780322466864278,6.6,0
94.9,2300.0,-0.82,0.73,-2.19,5.12,-0.6187265625810736,3.1121342611950853,7.4,1
85.1,1252.0,0.97,0.11,1.65,5.77,0.5336237313425798,2.988351859008947,6.7,0
86.8,2346.0,0.56,0.13,-2.15,5.88,0.3117237562729664,1.506494606973276,6.8,1
87.6,2447.0,-0.11,0.2,0.82,6.06,-1.3879421786332422,-0.5987369958651696,6.7,0
93.7,2089.0,1.32,0.85,0.57,6.12,-0.5902790040346146,0.6933406830590563,6.0,0
99.5,2322.0,-0.55,1.43,-2.07,5.99,-0.0674163683985896,2.9351763462546945,7.1,1
80.0,2374.0,-1.0,-1.22,1.97,6.62,-0.1231065746048208,1.1594794298085684,6.9,0
97.7,2406.0,0.19,1.55,2.14,6.47,0.5808239481232456,2.063685148145905,7.0,0
84.6,2391.0,0.41,-0.19,-2.09,5.72,0.7432526207323522,1.5918504470275967,6.8,1
92.8,2106.0,1.31,1.04,0.6,6.28,-0.2177692001827385,1.6085109561802973,6.0,0
99.5,2436.0,-1.25,1.4,-1.76,5.92,0.567352872160275,1.8063203531519016,6.0,1
95.7,2455.0,0.54,1.51,2.15,6.49,0.496284349715658,1.5296020696130377,7.1,0
95.0,2264.0,-0.25,0.88,1.06,6.16,0.0575201923621922,3.926687298391218,6.6,0
79.1,2868.0,-0.99,-1.26,0.57,5.95,0.0011512892341954,1.957862231530659,6.1,0
83.7,2428.0,0.66,-0.03,-1.99,5.88,0.1986656447623704,1.0067515186079952,7.0,1
86.8,2563.0,-0.56,0.61,1.6,6.27,-0.5946008752460645,2.27310010022756,6.4,0
79.2,2505.0,-0.95,-0.8,1.94,6.61,-0.9195101897518628,0.3094396959646674,6.9,0
97.2,2359.0,-0.67,1.41,-2.16,6.0,-0.1458497323504649,2.838059363932124,6.4,1
98.8,2466.0,-0.51,1.75,-1.99,5.77,-0.1356145692980466,3.403745892467941,6.8,1
90.5,2281.0,0.1,1.46,1.46,6.09,-0.143344823576401,2.279364894055174,6.6,0
80.4,2580.0,0.89,-0.83,-2.09,5.56,0.2950564493838006,0.9013852290863338,6.6,1
82.3,2308.0,0.78,0.71,-2.17,5.53,0.2254322439860197,1.8108681918362304,6.8,1
88.8,2444.0,0.55,0.34,-1.79,5.86,1.891671835256861,1.4390055085636295,6.2,1
98.7,2359.0,-0.34,1.41,-1.99,5.95,-0.320194778434612,2.779155839539744,6.9,1
95.2,2371.0,-0.45,1.58,-2.33,5.72,-1.5183782387236753,3.4589029258556323,7.3,1
86.9,1844.0,0.92,0.92,2.24,6.42,0.3589560396868013,1.9433407890948016,7.1,0
92.6,2375.0,0.14,1.67,1.48,6.28,-1.0837242021169526,2.362452851585749,5.9,0
91.5,2459.0,0.29,0.83,-2.27,5.89,0.7818016253253959,2.0944323172152,6.1,1
88.1,2439.0,0.44,-0.06,-2.16,5.82,-0.1507687728838189,0.9521049651950846,7.0,1
98.4,2141.0,-0.61,1.4,-2.01,5.82,-0.3616540469466165,2.612164673168417,7.1,1
95.6,2422.0,-0.44,1.83,-1.99,5.9,0.0988755518922746,3.1683282947471545,7.1,1
90.5,2347.0,-0.31,1.36,1.64,6.1,-0.1365120094257305,1.73582976803444,6.4,0
85.9,2375.0,-0.12,0.48,1.56,5.72,-1.1333834744120157,0.8659390851841837,6.5,0
97.2,2363.0,-0.26,1.43,-1.91,5.98,1.3629900487732,2.719673822660465,6.4,1
92.5,2388.0,0.27,0.66,-2.47,5.49,0.4637303650307206,2.0652578327224207,7.0,1
87.9,1537.0,1.06,0.13,1.4,6.12,0.1339388010833945,1.2970313437357754,5.8,0
84.9,2791.0,0.79,-0.94,-2.36,6.02,0.586805635699838,1.492926925578482,6.0,1
98.9,2389.0,-0.35,1.57,-1.94,5.74,0.2030900579521393,3.564099474077124,7.2,1
95.5,2045.0,1.25,0.58,0.5,6.11,1.2400429055760678,3.071539899259049,5.9,0
90.1,2202.0,0.03,1.48,1.49,6.13,0.8398757736646199,2.177002286163073,6.3,0
90.8,2343.0,0.33,0.29,-2.31,5.64,-0.2711934029162723,3.2598072515656527,7.0,1
92.7,2553.0,0.16,1.15,-2.19,6.02,0.5784774336675962,2.6010201320655444,6.3,1
90.9,2338.0,-0.12,1.36,1.49,6.17,0.1017625490644482,2.99913305966961,6.5,0
81.2,2896.0,-0.45,-1.13,0.54,6.21,-1.0384724149593492,1.4763118018847523,5.8,0
97.2,2521.0,-0.63,1.57,-2.12,6.01,1.071272482998518,2.379561722321321,6.5,1
94.8,2476.0,0.23,1.46,2.18,6.65,-0.6231524934780857,3.186862988463788,6.8,0
85.1,2314.0,-0.19,0.64,1.89,6.04,-0.659233401307341,0.3585219823128542,6.5,0
97.2,2271.0,-0.09,1.04,-2.21,5.8,0.1060388735685414,2.8632060608752767,7.0,1
86.7,2470.0,-0.47,0.22,1.22,6.17,-0.4677860326494191,2.0721775385146093,6.3,0
89.1,2491.0,0.45,-0.02,-2.31,5.79,0.0199046233821342,2.3959624126526218,6.0,1
97.7,2369.0,-0.78,1.6,-2.15,5.76,0.2746600960269473,3.215669539772889,6.4,1
85.6,2337.0,-0.58,0.23,1.59,6.15,-0.0073049501376842,2.4077898634834787,6.2,0
83.2,2826.0,-0.33,-1.05,0.79,6.27,0.6544805997875282,2.1947827166310736,5.7,0
86.0,2435.0,0.47,0.06,-1.89,5.86,0.8651104561924592,0.6598273235319283,6.4,1
95.2,2008.0,-0.93,0.76,-2.5,5.64,0.4445671244138125,2.0459832193250955,7.1,1
90.5,2277.0,0.3,1.41,1.66,6.07,0.7088333208214137,3.1174519026246585,6.4,0
85.3,2298.0,0.36,-0.08,-2.09,5.77,0.7878832517136796,1.1584933497227068,6.9,1
97.3,2291.0,-0.7,1.49,-2.03,5.89,0.2780238425108008,1.172265552651723,7.1,1
95.3,2424.0,0.5,1.47,2.05,6.67,-0.931882121507797,1.3750326703348985,6.6,0
88.8,2564.0,0.47,0.29,-2.03,5.5,1.2324342931042076,1.0698535100590378,7.0,1
95.8,2207.0,1.34,0.73,0.6,6.29,1.1346975175700598,3.2612802383955843,5.8,0
89.8,2596.0,-0.21,0.89,1.32,6.03,-0.05675813196251,0.4951692229241582,6.6,0
82.7,2521.0,-1.06,-0.86,1.91,6.47,-0.945164540430194,-0.2206886565591581,7.0,0
82.4,3078.0,-0.92,-1.21,0.8,6.12,-1.821671364986608,1.4452321960837025,6.0,0
81.6,2596.0,1.38,0.02,-2.06,6.08,-0.1116055037987855,1.374045827934204,6.5,1
96.4,2604.0,-0.55,1.12,-2.09,5.34,-0.2636170270710439,2.8335185030985266,7.3,1
95.5,2302.0,-1.02,0.84,-2.0,5.41,-1.250033310734098,3.610528173424552,7.3,1
82.0,2679.0,0.68,-1.44,-2.18,6.11,-0.9813381783126472,2.507606045671284,6.2,1
85.3,2731.0,-0.25,-0.44,0.94,6.24,-0.8374307978965477,1.872654637281084,6.0,0
84.3,1132.0,-0.52,0.31,-2.19,6.02,-2.2122828060101054,4.398435792021471,6.9,1
97.5,2517.0,-1.08,1.38,-1.67,5.88,0.5282768380077374,2.518432338220406,6.2,1
96.0,2367.0,-0.9,1.75,-1.51,5.72,0.3250118715764998,1.7678349652877952,6.4,1
89.6,2623.0,0.19,0.59,-2.17,5.31,-0.969724544589882,2.5697003296219565,7.1,1
78.8,2394.0,1.54,0.27,-2.26,5.75,1.4503154797374225,0.673626686957284,7.0,1
96.1,2550.0,-0.78,1.49,-2.17,5.12,0.8849632189689542,2.6850607023804045,7.1,1
92.6,2107.0,1.39,0.77,0.4,6.35,0.2720460692403466,3.845369575271423,5.8,0
90.7,1767.0,1.21,0.77,0.57,6.07,-0.6964291324183964,1.7333087118231938,6.2,0
95.3,2381.0,-0.78,1.44,-2.09,5.73,-1.4461851714506406,3.705063747190181,7.1,1
98.1,2508.0,-0.69,1.25,-1.68,5.91,-1.4103259359967772,3.78703200136009,6.4,1
95.9,2158.0,1.23,0.93,0.91,6.21,0.833684645045162,1.865624745649333,5.9,0
96.8,2348.0,-0.58,1.62,-2.11,6.03,-1.3577191491778011,2.436508758950616,7.0,1
75.3,2420.0,-0.5,-1.4,1.24,6.45,-0.7457910346018484,1.931786053536092,6.2,0
96.0,2423.0,-0.75,1.32,-2.1,6.08,1.1076046690662429,2.29353558570168,6.2,1
95.2,2134.0,1.46,0.98,0.85,6.36,0.1731790057589355,2.169847507916495,5.8,0
86.5,2178.0,-1.06,0.99,-2.12,5.58,-0.5080792069707654,2.567663397222105,7.0,1
82.7,2771.0,0.88,-1.32,-2.12,5.95,-0.6521410600582264,2.59896863204769,6.2,1
98.6,2270.0,-0.21,1.39,-1.83,5.9,0.7121553124186464,2.7518264631154867,7.1,1
93.9,2364.0,-0.64,1.51,-2.1,6.14,-0.8286933493686194,2.389716410217816,6.2,1
85.0,1504.0,1.02,0.32,1.59,5.74,0.2835166253747293,1.9470259926399955,6.7,0
94.4,2349.0,-1.35,0.56,-2.08,5.38,-1.4467524219318668,1.5331062553166104,7.1,1
95.5,2492.0,-0.04,1.34,-1.74,5.54,1.3534648033471428,2.9543343852303643,7.7,1
86.3,2280.0,-0.91,1.02,-2.02,5.61,0.5021242792386014,2.1028552493214265,7.1,1
88.3,2437.0,-0.09,0.7,1.07,6.17,-1.3555046435018594,1.692578873779936,5.8,0
81.1,2736.0,0.8,-1.32,-1.89,6.17,0.5214728406993633,1.369591981578794,5.8,1
97.0,2410.0,-0.5,1.59,-1.66,5.87,0.7012952367141202,2.622223289090809,6.4,1
96.6,2359.0,-0.49,1.71,-1.9,5.79,-0.3663256575460046,3.03989422291563,7.0,1
84.8,2347.0,0.45,0.3,-2.15,5.99,0.296856229712806,1.42480620185491,7.0,1
